"","x"
"7975","AL512598.1"
"7976","THNSL1"
"7977","APBB1IP"
"7978","PDSS1"
"7979","ABI1"
"7980","ANKRD26"
"7981","YME1L1"
"7982","MASTL"
"7983","ACBD5"
"7984","RAB18"
"7985","LINC02680"
"7986","MKX"
"7987","WAC.AS1"
"7988","WAC"
"7989","BAMBI"
"7990","AL353796.1"
"7991","MTPAP"
"7992","AL353796.2"
"7993","MAP3K8"
"7994","ZNF438"
"7995","ZEB1.AS1"
"7996","ZEB1"
"7997","ARHGAP12"
"7998","KIF5B"
"7999","EPC1"
"8000","AL391839.3"
"8001","CCDC7"
"8002","AL365203.2"
"8003","ITGB1"
"8004","ITGB1.DT"
"8005","PARD3"
"8006","CUL2"
"8007","AL392046.1"
"8008","CREM"
"8009","CCNY"
"8010","AL117336.2"
"8011","AL603824.1"
"8012","AL121749.1"
"8013","AL132657.1"
"8014","ZNF248"
"8015","AL135791.1"
"8016","ZNF25"
"8017","ZNF33A"
"8018","ZNF37A"
"8019","AL117339.4"
"8020","ZNF33B"
"8021","AL022345.4"
"8022","BMS1"
"8023","RET"
"8024","AC010864.1"
"8025","CSGALNACT2"
"8026","RASGEF1A"
"8027","HNRNPF"
"8028","AL450326.1"
"8029","ZNF487"
"8030","ZNF239"
"8031","AL450326.3"
"8032","ZNF485"
"8033","ZNF32"
"8034","AL353801.3"
"8035","RASSF4"
"8036","DEPP1"
"8037","C10orf25"
"8038","ZNF22"
"8039","ALOX5"
"8040","MARCH8"
"8041","ZFAND4"
"8042","WASHC2C"
"8043","AGAP4"
"8044","TIMM23"
"8045","NCOA4"
"8046","SYT15"
"8047","AL356056.1"
"8048","PTPN20"
"8049","AGAP9"
"8050","FRMPD2"
"8051","MAPK8"
"8052","ARHGAP22"
"8053","WDFY4"
"8054","VSTM4"
"8055","TMEM273"
"8056","ERCC6"
"8057","PARG"
"8058","TIMM23B"
"8059","TIMM23B.AGAP6"
"8060","AL442003.1"
"8061","WASHC2A"
"8062","SGMS1"
"8063","SGMS1.AS1"
"8064","AL589794.2"
"8065","ASAH2B"
"8066","AL731537.1"
"8067","CSTF2T"
"8068","ZWINT"
"8069","AC010996.1"
"8070","IPMK"
"8071","CISD1"
"8072","UBE2D1"
"8073","TFAM"
"8074","LINC00844"
"8075","CCDC6"
"8076","ANK3"
"8077","CDK1"
"8078","ARID5B"
"8079","RTKN2"
"8080","ADO"
"8081","EGR2"
"8082","NRBF2"
"8083","JMJD1C"
"8084","JMJD1C.AS1"
"8085","REEP3"
"8086","AC022387.2"
"8087","DNAJC12"
"8088","AL133551.1"
"8089","SIRT1"
"8090","HERC4"
"8091","PBLD"
"8092","HNRNPH3"
"8093","RUFY2"
"8094","DNA2"
"8095","SLC25A16"
"8096","TET1"
"8097","AL513534.2"
"8098","CCAR1"
"8099","STOX1"
"8100","DDX50"
"8101","DDX21"
"8102","KIF1BP"
"8103","SRGN"
"8104","VPS26A"
"8105","SUPV3L1"
"8106","HK1"
"8107","TACR2"
"8108","AL450311.1"
"8109","FAM241B"
"8110","AIFM2"
"8111","TYSND1"
"8112","SAR1A"
"8113","PPA1"
"8114","NPFFR1"
"8115","LRRC20"
"8116","EIF4EBP2"
"8117","PALD1"
"8118","PRF1"
"8119","SGPL1"
"8120","PCBD1"
"8121","SLC29A3"
"8122","CDH23"
"8123","VSIR"
"8124","PSAP"
"8125","AC073370.1"
"8126","SPOCK2"
"8127","ASCC1"
"8128","ANAPC16"
"8129","DDIT4"
"8130","DDIT4.AS1"
"8131","DNAJB12"
"8132","MICU1"
"8133","AC091769.2"
"8134","MCU"
"8135","P4HA1"
"8136","AL731563.3"
"8137","NUDT13"
"8138","AC016394.2"
"8139","ECD"
"8140","FAM149B1"
"8141","DNAJC9"
"8142","DNAJC9.AS1"
"8143","MRPS16"
"8144","AC016394.1"
"8145","CFAP70"
"8146","ANXA7"
"8147","MSS51"
"8148","PPP3CB"
"8149","PPP3CB.AS1"
"8150","USP54"
"8151","AC073389.1"
"8152","SYNPO2L"
"8153","AC073389.2"
"8154","AGAP5"
"8155","AC022400.4"
"8156","SEC24C"
"8157","FUT11"
"8158","CHCHD1"
"8159","ZSWIM8"
"8160","ZSWIM8.AS1"
"8161","NDST2"
"8162","CAMK2G"
"8163","VCL"
"8164","AP3M1"
"8165","ADK"
"8166","KAT6B"
"8167","SAMD8"
"8168","VDAC2"
"8169","COMTD1"
"8170","KCNMA1"
"8171","DLG5"
"8172","POLR3A"
"8173","RPS24"
"8174","ZMIZ1"
"8175","PPIF"
"8176","ZCCHC24"
"8177","EIF5AL1"
"8178","NUTM2B.AS1"
"8179","AL135925.1"
"8180","AL512662.2"
"8181","SFTPD.AS1"
"8182","TMEM254.AS1"
"8183","TMEM254"
"8184","ANXA11"
"8185","PRXL2A"
"8186","TSPAN14"
"8187","AC021028.1"
"8188","AL603756.1"
"8189","GHITM"
"8190","CERNA2"
"8191","CCSER2"
"8192","AL844892.2"
"8193","WAPL"
"8194","AL731569.1"
"8195","LDB3"
"8196","AC067750.1"
"8197","BMPR1A"
"8198","ADIRF.AS1"
"8199","GLUD1"
"8200","SHLD2"
"8201","AL136982.3"
"8202","NUTM2A.AS1"
"8203","AL157893.2"
"8204","LINC00863"
"8205","MINPP1"
"8206","PAPSS2"
"8207","ATAD1"
"8208","KLLN"
"8209","PTEN"
"8210","RNLS"
"8211","STAMBPL1"
"8212","ACTA2"
"8213","AL157394.3"
"8214","FAS"
"8215","LIPA"
"8216","IFIT2"
"8217","IFIT3"
"8218","IFIT1"
"8219","IFIT5"
"8220","SLC16A12"
"8221","PANK1"
"8222","AL157400.3"
"8223","KIF20B"
"8224","LINC00865"
"8225","LINC01374"
"8226","RPP30"
"8227","PCGF5"
"8228","HECTD2"
"8229","TNKS2.AS1"
"8230","TNKS2"
"8231","FGFBP3"
"8232","AL359198.1"
"8233","BTAF1"
"8234","CPEB3"
"8235","MARCH5"
"8236","IDE"
"8237","KIF11"
"8238","HHEX"
"8239","EXOC6"
"8240","CYP26A1"
"8241","MYOF"
"8242","CEP55"
"8243","FRA10AC1"
"8244","SLC35G1"
"8245","PLCE1"
"8246","AL139124.1"
"8247","NOC3L"
"8248","TBC1D12"
"8249","HELLS"
"8250","AL157834.1"
"8251","PDLIM1"
"8252","SORBS1"
"8253","ALDH18A1"
"8254","TCTN3"
"8255","ENTPD1"
"8256","ENTPD1.AS1"
"8257","CC2D2B"
"8258","CCNJ"
"8259","AC021037.1"
"8260","ZNF518A"
"8261","BLNK"
"8262","DNTT"
"8263","TLL2"
"8264","TM9SF3"
"8265","PIK3AP1"
"8266","LCOR"
"8267","SLIT1"
"8268","ARHGAP19"
"8269","FRAT1"
"8270","FRAT2"
"8271","RRP12"
"8272","PGAM1"
"8273","EXOSC1"
"8274","ZDHHC16"
"8275","MMS19"
"8276","UBTD1"
"8277","MORN4"
"8278","PI4K2A"
"8279","AVPI1"
"8280","MARVELD1"
"8281","ZFYVE27"
"8282","R3HCC1L"
"8283","LOXL4"
"8284","PYROXD2"
"8285","HPS1"
"8286","AL139243.1"
"8287","GOT1"
"8288","AL391684.1"
"8289","SLC25A28"
"8290","AL353719.1"
"8291","AL133353.1"
"8292","ENTPD7"
"8293","CUTC"
"8294","COX15"
"8295","ABCC2"
"8296","DNMBP"
"8297","DNMBP.AS1"
"8298","ERLIN1"
"8299","CHUK"
"8300","CWF19L1"
"8301","BLOC1S2"
"8302","SCD"
"8303","OLMALINC"
"8304","SEC31B"
"8305","NDUFB8"
"8306","HIF1AN"
"8307","AL138762.1"
"8308","SLF2"
"8309","MRPL43"
"8310","SEMA4G"
"8311","TWNK"
"8312","LZTS2"
"8313","PDZD7"
"8314","SFXN3"
"8315","AL133215.2"
"8316","KAZALD1"
"8317","BTRC"
"8318","DPCD"
"8319","POLL"
"8320","FBXW4"
"8321","NPM3"
"8322","OGA"
"8323","KCNIP2"
"8324","ARMH3"
"8325","HPS6"
"8326","LDB1"
"8327","PPRC1"
"8328","NOLC1"
"8329","GBF1"
"8330","NFKB2"
"8331","PSD"
"8332","FBXL15"
"8333","CUEDC2"
"8334","RPARP.AS1"
"8335","C10orf95"
"8336","MFSD13A"
"8337","ACTR1A"
"8338","SUFU"
"8339","TRIM8"
"8340","AL391121.1"
"8341","ARL3"
"8342","SFXN2"
"8343","WBP1L"
"8344","BORCS7"
"8345","AS3MT"
"8346","CNNM2"
"8347","NT5C2"
"8348","PCGF6"
"8349","TAF5"
"8350","ATP5MD"
"8351","PDCD11"
"8352","CALHM2"
"8353","NEURL1"
"8354","AL121929.3"
"8355","SH3PXD2A"
"8356","AL121929.2"
"8357","STN1"
"8358","SLK"
"8359","SFR1"
"8360","GSTO1"
"8361","GSTO2"
"8362","ITPRIP"
"8363","CFAP58.DT"
"8364","XPNPEP1"
"8365","ADD3.AS1"
"8366","ADD3"
"8367","MXI1"
"8368","SMNDC1"
"8369","AL355512.1"
"8370","DUSP5"
"8371","SMC3"
"8372","PDCD4.AS1"
"8373","PDCD4"
"8374","BBIP1"
"8375","AL158163.2"
"8376","AL158163.1"
"8377","SHOC2"
"8378","GPAM"
"8379","ACSL5"
"8380","AL157786.1"
"8381","ZDHHC6"
"8382","VTI1A"
"8383","AL158212.3"
"8384","TCF7L2"
"8385","CASP7"
"8386","PLEKHS1"
"8387","DCLRE1A"
"8388","NHLRC2"
"8389","CCDC186"
"8390","TDRD1"
"8391","AFAP1L2"
"8392","ABLIM1"
"8393","FAM160B1"
"8394","TRUB1"
"8395","PNLIPRP1"
"8396","HSPA12A"
"8397","AL391988.1"
"8398","PDZD8"
"8399","EMX2OS"
"8400","RAB11FIP2"
"8401","CASC2"
"8402","FAM204A"
"8403","CACUL1"
"8404","AL139407.1"
"8405","NANOS1"
"8406","EIF3A"
"8407","DENND10"
"8408","SFXN4"
"8409","PRDX3"
"8410","GRK5"
"8411","RGS10"
"8412","TIAL1"
"8413","BAG3"
"8414","INPP5F"
"8415","MCMBP"
"8416","SEC23IP"
"8417","AC023282.1"
"8418","WDR11.AS1"
"8419","WDR11"
"8420","AC010998.2"
"8421","ATE1"
"8422","NSMCE4A"
"8423","AL731566.2"
"8424","TACC2"
"8425","PLEKHA1"
"8426","FAM24B"
"8427","C10orf88"
"8428","PSTK"
"8429","IKZF5"
"8430","ACADSB"
"8431","HMX2"
"8432","BUB3"
"8433","LINC02641"
"8434","CHST15"
"8435","OAT"
"8436","LHPP"
"8437","FAM53B"
"8438","EEF1AKMT2"
"8439","ABRAXAS2"
"8440","ZRANB1"
"8441","AL731577.1"
"8442","CTBP2"
"8443","AL158835.1"
"8444","EDRF1.DT"
"8445","AL158835.2"
"8446","EDRF1"
"8447","MMP21"
"8448","UROS"
"8449","BCCIP"
"8450","DHX32"
"8451","PTPRE"
"8452","MKI67"
"8453","MGMT"
"8454","LINC02666"
"8455","C10orf143"
"8456","GLRX3"
"8457","PPP2R2D"
"8458","BNIP3"
"8459","AL162274.2"
"8460","AL162274.1"
"8461","JAKMIP3"
"8462","STK32C"
"8463","LRRC27"
"8464","PWWP2B"
"8465","INPP5A"
"8466","ADAM8"
"8467","TUBGCP2"
"8468","ZNF511"
"8469","FUOM"
"8470","ECHS1"
"8471","PAOX"
"8472","MTG1"
"8473","SCART1"
"8474","CYP2E1"
"8475","SYCE1"
"8476","LINC01001"
"8477","BET1L"
"8478","AC069287.2"
"8479","RIC8A"
"8480","SIRT3"
"8481","PSMD13"
"8482","AC136475.3"
"8483","PGGHG"
"8484","IFITM2"
"8485","IFITM1"
"8486","AC136475.1"
"8487","IFITM3"
"8488","AC136475.5"
"8489","AC136475.9"
"8490","SIGIRR"
"8491","ANO9"
"8492","PTDSS2"
"8493","AC138230.1"
"8494","RNH1"
"8495","AC137894.3"
"8496","HRAS"
"8497","LRRC56"
"8498","LMNTD2"
"8499","RASSF7"
"8500","MIR210HG"
"8501","PHRF1"
"8502","IRF7"
"8503","DEAF1"
"8504","EPS8L2"
"8505","TMEM80"
"8506","TALDO1"
"8507","GATD1"
"8508","AP006621.3"
"8509","CEND1"
"8510","SLC25A22"
"8511","PANO1"
"8512","PIDD1"
"8513","RPLP2"
"8514","PNPLA2"
"8515","CRACR2B"
"8516","CD151"
"8517","POLR2L"
"8518","TSPAN4"
"8519","AP006623.1"
"8520","CHID1"
"8521","AP2A2"
"8522","TOLLIP"
"8523","TOLLIP.AS1"
"8524","MOB2"
"8525","IFITM10"
"8526","CTSD"
"8527","TNNI2"
"8528","LSP1"
"8529","PRR33"
"8530","MRPL23"
"8531","ASCL2"
"8532","C11orf21"
"8533","TSPAN32"
"8534","CD81"
"8535","TSSC4"
"8536","KCNQ1"
"8537","KCNQ1OT1"
"8538","CDKN1C"
"8539","SLC22A18"
"8540","PHLDA2"
"8541","NAP1L4"
"8542","AC131971.1"
"8543","CARS"
"8544","ZNF195"
"8545","CHRNA10"
"8546","NUP98"
"8547","PGAP2"
"8548","RHOG"
"8549","AC090587.1"
"8550","STIM1"
"8551","RRM1"
"8552","TRIM21"
"8553","TRIM68"
"8554","HBB"
"8555","HBD"
"8556","AC104389.5"
"8557","TRIM34"
"8558","TRIM5"
"8559","TRIM22"
"8560","FAM160A2"
"8561","SMPD1"
"8562","APBB1"
"8563","TRIM3"
"8564","ARFIP2"
"8565","TIMM10B"
"8566","DNHD1"
"8567","RRP8"
"8568","ILK"
"8569","TAF10"
"8570","TPP1"
"8571","MRPL17"
"8572","OR2AG2"
"8573","OR2AG1"
"8574","OR6A2"
"8575","AC087280.2"
"8576","OR10A2"
"8577","ZNF215"
"8578","ZNF214"
"8579","NLRP14"
"8580","RBMXL2"
"8581","AC107884.1"
"8582","PPFIBP2"
"8583","CYB5R2"
"8584","EIF3F"
"8585","RIC3"
"8586","STK33"
"8587","TRIM66"
"8588","RPL27A"
"8589","AKIP1"
"8590","TMEM9B"
"8591","TMEM9B.AS1"
"8592","DENND5A"
"8593","TMEM41B"
"8594","IPO7"
"8595","AC132192.1"
"8596","AC132192.2"
"8597","ZNF143"
"8598","WEE1"
"8599","SWAP70"
"8600","LINC02709"
"8601","SBF2.AS1"
"8602","SBF2"
"8603","ADM"
"8604","AMPD3"
"8605","MTRNR2L8"
"8606","RNF141"
"8607","CTR9"
"8608","EIF4G2"
"8609","ZBED5"
"8610","ZBED5.AS1"
"8611","AC069360.1"
"8612","CSNK2A3"
"8613","USP47"
"8614","DKK3"
"8615","LINC02547"
"8616","PARVA"
"8617","ARNTL"
"8618","BTBD10"
"8619","FAR1"
"8620","FAR1.IT1"
"8621","SPON1"
"8622","RRAS2"
"8623","COPB1"
"8624","PSMA1"
"8625","PDE3B"
"8626","CYP2R1"
"8627","CALCB"
"8628","INSC"
"8629","SOX6"
"8630","C11orf58"
"8631","PLEKHA7"
"8632","RPS13"
"8633","PIK3C2A"
"8634","NUCB2"
"8635","KCNJ11"
"8636","KCNC1"
"8637","SERGEF"
"8638","TPH1"
"8639","SAAL1"
"8640","AC090099.1"
"8641","HPS5"
"8642","GTF2H1"
"8643","LDHA"
"8644","LDHC"
"8645","TSG101"
"8646","UEVLD"
"8647","SPTY2D1OS"
"8648","SPTY2D1"
"8649","TMEM86A"
"8650","ZDHHC13"
"8651","E2F8"
"8652","NAV2"
"8653","HTATIP2"
"8654","PRMT3"
"8655","FANCF"
"8656","GAS2"
"8657","SVIP"
"8658","AC006299.1"
"8659","ANO3"
"8660","BBOX1.AS1"
"8661","CCDC34"
"8662","LGR4"
"8663","LIN7C"
"8664","BDNF.AS"
"8665","KIF18A"
"8666","METTL15"
"8667","ARL14EP"
"8668","DNAJC24"
"8669","IMMP1L"
"8670","ELP4"
"8671","AC131571.1"
"8672","PAX6"
"8673","AL035078.1"
"8674","RCN1"
"8675","WT1.AS"
"8676","EIF3M"
"8677","CCDC73"
"8678","PRRG4"
"8679","QSER1"
"8680","TCP11L1"
"8681","LINC00294"
"8682","CSTF3"
"8683","CSTF3.DT"
"8684","HIPK3"
"8685","C11orf91"
"8686","CD59"
"8687","FBXO3"
"8688","LMO2"
"8689","AC090469.1"
"8690","CAPRIN1"
"8691","NAT10"
"8692","ABTB2"
"8693","CAT"
"8694","APIP"
"8695","PDHX"
"8696","CD44"
"8697","AL133330.1"
"8698","SLC1A2"
"8699","AL138812.1"
"8700","TRIM44"
"8701","COMMD9"
"8702","TRAF6"
"8703","RAG1"
"8704","C11orf74"
"8705","API5"
"8706","TTC17"
"8707","AC087276.1"
"8708","AC068205.2"
"8709","HSD17B12"
"8710","AC087521.2"
"8711","ALKBH3"
"8712","C11orf96"
"8713","ACCS"
"8714","EXT2"
"8715","CD82"
"8716","TSPAN18"
"8717","TP53I11"
"8718","PRDM11"
"8719","LINC02696"
"8720","AC044839.1"
"8721","LINC02716"
"8722","SLC35C1"
"8723","CRY2"
"8724","MAPK8IP1"
"8725","PEX16"
"8726","LARGE2"
"8727","PHF21A"
"8728","LINC02710"
"8729","DGKZ"
"8730","MDK"
"8731","AMBRA1"
"8732","AC127035.1"
"8733","HARBI1"
"8734","ATG13"
"8735","ARHGAP1"
"8736","ZNF408"
"8737","CKAP5"
"8738","C11orf49"
"8739","AC090589.2"
"8740","ARFGAP2"
"8741","PACSIN3"
"8742","DDB2"
"8743","ACP2"
"8744","NR1H3"
"8745","MADD"
"8746","SPI1"
"8747","SLC39A13"
"8748","PSMC3"
"8749","RAPSN"
"8750","CELF1"
"8751","AC090559.2"
"8752","NDUFS3"
"8753","PTPMT1"
"8754","KBTBD4"
"8755","MTCH2"
"8756","FNBP4"
"8757","NUP160"
"8758","PTPRJ"
"8759","TNKS1BP1"
"8760","AP000781.1"
"8761","SSRP1"
"8762","PRG2"
"8763","SLC43A3"
"8764","SLC43A1"
"8765","TIMM10"
"8766","UBE2L6"
"8767","AP000662.1"
"8768","CLP1"
"8769","ZDHHC5"
"8770","MED19"
"8771","TMX2"
"8772","SELENOH"
"8773","CTNND1"
"8774","AP003557.2"
"8775","LPXN"
"8776","ZFP91"
"8777","AP001636.3"
"8778","FAM111B"
"8779","FAM111A.DT"
"8780","FAM111A"
"8781","DTX4"
"8782","MPEG1"
"8783","OR5AN1"
"8784","OR4D9"
"8785","LINC02739"
"8786","AP000442.1"
"8787","OSBP"
"8788","PATL1"
"8789","STX3"
"8790","MRPL16"
"8791","MS4A2"
"8792","MS4A6A"
"8793","MS4A4E"
"8794","MS4A7"
"8795","MS4A1"
"8796","CCDC86"
"8797","PRPF19"
"8798","AP003721.4"
"8799","TMEM109"
"8800","SLC15A3"
"8801","CD6"
"8802","VPS37C"
"8803","VWCE"
"8804","DDB1"
"8805","TKFC"
"8806","CYB561A3"
"8807","TMEM138"
"8808","TMEM216"
"8809","CPSF7"
"8810","SDHAF2"
"8811","PPP1R32"
"8812","AP003108.1"
"8813","TMEM258"
"8814","FEN1"
"8815","FADS2"
"8816","FADS1"
"8817","FADS3"
"8818","BEST1"
"8819","FTH1"
"8820","INCENP"
"8821","AP003306.2"
"8822","ASRGL1"
"8823","AHNAK"
"8824","EEF1G"
"8825","TUT1"
"8826","MTA2"
"8827","EML3"
"8828","ROM1"
"8829","B3GAT3"
"8830","GANAB"
"8831","INTS5"
"8832","C11orf98"
"8833","LBHD1"
"8834","CSKMT"
"8835","UQCC3"
"8836","UBXN1"
"8837","LRRN4CL"
"8838","BSCL2"
"8839","GNG3"
"8840","HNRNPUL2"
"8841","TTC9C"
"8842","ZBTB3"
"8843","POLR2G"
"8844","AP001160.2"
"8845","TAF6L"
"8846","TMEM223"
"8847","AP001160.3"
"8848","TMEM179B"
"8849","NXF1"
"8850","STX5"
"8851","AP001160.4"
"8852","AP001160.1"
"8853","WDR74"
"8854","SNHG1"
"8855","SLC3A2"
"8856","PLAAT4"
"8857","PLAAT2"
"8858","PLAAT3"
"8859","ATL3"
"8860","RTN3"
"8861","C11orf95"
"8862","SPINDOC"
"8863","MARK2"
"8864","NAA40"
"8865","COX8A"
"8866","OTUB1"
"8867","MACROD1"
"8868","STIP1"
"8869","FERMT3"
"8870","TRPT1"
"8871","NUDT22"
"8872","AP001453.1"
"8873","DNAJC4"
"8874","VEGFB"
"8875","FKBP2"
"8876","AP001453.3"
"8877","PPP1R14B"
"8878","PPP1R14B.AS1"
"8879","AP001453.2"
"8880","PLCB3"
"8881","BAD"
"8882","GPR137"
"8883","ESRRA"
"8884","TRMT112"
"8885","PRDX5"
"8886","AP003774.2"
"8887","CCDC88B"
"8888","RPS6KA4"
"8889","RASGRP2"
"8890","PYGM"
"8891","SF1"
"8892","AP001462.1"
"8893","MAP4K2"
"8894","MEN1"
"8895","CDC42BPG"
"8896","EHD1"
"8897","MIR194.2HG"
"8898","ATG2A"
"8899","PPP2R5B"
"8900","MAJIN"
"8901","BATF2"
"8902","ARL2"
"8903","SNX15"
"8904","SAC3D1"
"8905","NAALADL1"
"8906","CDCA5"
"8907","ZFPL1"
"8908","VPS51"
"8909","AP003068.1"
"8910","TM7SF2"
"8911","ZNHIT2"
"8912","FAU"
"8913","SYVN1"
"8914","MRPL49"
"8915","AP003068.2"
"8916","CAPN1"
"8917","POLA2"
"8918","DPF2"
"8919","TIGD3"
"8920","SLC25A45"
"8921","FRMD8"
"8922","NEAT1"
"8923","MALAT1"
"8924","AP000769.2"
"8925","SCYL1"
"8926","LTBP3"
"8927","SSSCA1.AS1"
"8928","ZNRD2"
"8929","FAM89B"
"8930","EHBP1L1"
"8931","KCNK7"
"8932","MAP3K11"
"8933","PCNX3"
"8934","SIPA1"
"8935","RELA"
"8936","RELA.DT"
"8937","KAT5"
"8938","RNASEH2C"
"8939","AP5B1"
"8940","OVOL1"
"8941","CFL1"
"8942","MUS81"
"8943","EFEMP2"
"8944","CTSW"
"8945","FIBP"
"8946","CCDC85B"
"8947","FOSL1"
"8948","C11orf68"
"8949","DRAP1"
"8950","SART1"
"8951","EIF1AD"
"8952","BANF1"
"8953","CST6"
"8954","SF3B2"
"8955","AP006287.2"
"8956","PACS1"
"8957","AP000759.1"
"8958","KLC2"
"8959","RAB1B"
"8960","AP001107.1"
"8961","AP001107.2"
"8962","YIF1A"
"8963","RIN1"
"8964","BRMS1"
"8965","B4GAT1"
"8966","AP001107.9"
"8967","SLC29A2"
"8968","MRPL11"
"8969","PELI3"
"8970","AP002748.4"
"8971","DPP3"
"8972","BBS1"
"8973","AP002748.6"
"8974","ZDHHC24"
"8975","CTSF"
"8976","CCS"
"8977","RBM14"
"8978","RBM4"
"8979","RBM4B"
"8980","SPTBN2"
"8981","C11orf80"
"8982","RCE1"
"8983","PC"
"8984","LRFN4"
"8985","SYT12"
"8986","RHOD"
"8987","KDM2A"
"8988","GRK2"
"8989","ANKRD13D"
"8990","SSH3"
"8991","AP001885.2"
"8992","RAD9A"
"8993","POLD4"
"8994","CLCF1"
"8995","PPP1CA"
"8996","TBC1D10C"
"8997","CARNS1"
"8998","RPS6KB2"
"8999","RPS6KB2.AS1"
"9000","CORO1B"
"9001","CABP4"
"9002","TMEM134"
"9003","AIP"
"9004","PITPNM1"
"9005","CDK2AP2"
"9006","GSTP1"
"9007","NDUFV1"
"9008","NUDT8"
"9009","TBX10"
"9010","ACY3"
"9011","UNC93B1"
"9012","ALDH3B1"
"9013","NDUFS8"
"9014","TCIRG1"
"9015","AP002807.1"
"9016","CHKA"
"9017","KMT5B"
"9018","C11orf24"
"9019","AP002813.1"
"9020","LRP5"
"9021","PPP6R3"
"9022","TESMIN"
"9023","CPT1A"
"9024","MRPL21"
"9025","TPCN2"
"9026","MYEOV"
"9027","CCND1"
"9028","LTO1"
"9029","FADD"
"9030","PPFIA1"
"9031","AP002336.1"
"9032","AP000487.1"
"9033","CTTN"
"9034","SHANK2"
"9035","DHCR7"
"9036","AP002387.2"
"9037","NADSYN1"
"9038","ALG1L9P"
"9039","FAM86C1"
"9040","AP002495.1"
"9041","RNF121"
"9042","IL18BP"
"9043","NUMA1"
"9044","AP002490.1"
"9045","LRTOMT"
"9046","LAMTOR1"
"9047","ANAPC15"
"9048","FOLR2"
"9049","INPPL1"
"9050","CLPB"
"9051","ARAP1"
"9052","STARD10"
"9053","AP002381.2"
"9054","ATG16L2"
"9055","FCHSD2"
"9056","AP002761.2"
"9057","P2RY2"
"9058","P2RY6"
"9059","RELT"
"9060","FAM168A"
"9061","AP000763.3"
"9062","PLEKHB1"
"9063","RAB6A"
"9064","MRPL48"
"9065","COA4"
"9066","PAAF1"
"9067","UCP2"
"9068","AP003717.4"
"9069","UCP3"
"9070","C2CD3"
"9071","PPME1"
"9072","P4HA3"
"9073","PGM2L1"
"9074","LIPT2"
"9075","AP001372.2"
"9076","POLD3"
"9077","RNF169"
"9078","XRRA1"
"9079","AP001992.2"
"9080","SPCS2"
"9081","NEU3"
"9082","RPS3"
"9083","KLHL35"
"9084","GDPD5"
"9085","SERPINH1"
"9086","DGAT2"
"9087","UVRAG"
"9088","AP003168.2"
"9089","WNT11"
"9090","THAP12"
"9091","GVQW3"
"9092","AP002360.1"
"9093","EMSY"
"9094","LRRC32"
"9095","ACER3"
"9096","CAPN5"
"9097","PAK1"
"9098","AP003680.1"
"9099","CLNS1A"
"9100","AQP11"
"9101","RSF1"
"9102","RSF1.IT2"
"9103","RSF1.IT1"
"9104","AAMDC"
"9105","INTS4"
"9106","KCTD14"
"9107","THRSP"
"9108","NDUFC2"
"9109","ALG8"
"9110","KCTD21.AS1"
"9111","KCTD21"
"9112","USP35"
"9113","GAB2"
"9114","LINC02728"
"9115","NARS2"
"9116","PRCP"
"9117","DDIAS"
"9118","RAB30"
"9119","RAB30.DT"
"9120","AP001767.3"
"9121","PCF11"
"9122","AP000873.2"
"9123","PCF11.AS1"
"9124","ANKRD42"
"9125","CCDC90B"
"9126","DLG2"
"9127","TMEM126B"
"9128","TMEM126A"
"9129","CREBZF"
"9130","SYTL2"
"9131","PICALM"
"9132","EED"
"9133","HIKESHI"
"9134","TMEM135"
"9135","RAB38"
"9136","CTSC"
"9137","AP003120.1"
"9138","CHORDC1"
"9139","DISC1FP1"
"9140","LINC02746"
"9141","SLC36A4"
"9142","SMCO4"
"9143","CEP295"
"9144","TAF1D"
"9145","C11orf54"
"9146","MED17"
"9147","PANX1"
"9148","AP002784.1"
"9149","MRE11"
"9150","ANKRD49"
"9151","FUT4"
"9152","AMOTL1"
"9153","CWC15"
"9154","KDM4D"
"9155","SRSF8"
"9156","ENDOD1"
"9157","AP000787.1"
"9158","SESN3"
"9159","FAM76B"
"9160","CEP57"
"9161","MTMR2"
"9162","MAML2"
"9163","CCDC82"
"9164","JRKL"
"9165","ARHGAP42"
"9166","CEP126"
"9167","CFAP300"
"9168","BIRC3"
"9169","BIRC2"
"9170","TMEM123"
"9171","AP001830.1"
"9172","DCUN1D5"
"9173","DYNC2H1"
"9174","PDGFD"
"9175","CASP4"
"9176","CASP1"
"9177","CARD16"
"9178","MSANTD4"
"9179","KBTBD3"
"9180","AASDHPPT"
"9181","AP000766.1"
"9182","CWF19L2"
"9183","ALKBH8"
"9184","ELMOD1"
"9185","SLC35F2"
"9186","AP003307.1"
"9187","CUL5"
"9188","AP002433.1"
"9189","ACAT1"
"9190","NPAT"
"9191","ATM"
"9192","C11orf65"
"9193","POGLUT3"
"9194","EXPH5"
"9195","DDX10"
"9196","RDX"
"9197","ZC3H12C"
"9198","LINC02732"
"9199","FDX1"
"9200","COLCA1"
"9201","COLCA2"
"9202","AP002448.1"
"9203","POU2AF1"
"9204","AP002008.3"
"9205","SIK2"
"9206","PPP2R1B"
"9207","ALG9"
"9208","ALG9.IT1"
"9209","FDXACB1"
"9210","C11orf1"
"9211","C11orf52"
"9212","DIXDC1"
"9213","DLAT"
"9214","PIH1D2"
"9215","NKAPD1"
"9216","TIMM8B"
"9217","SDHD"
"9218","IL18"
"9219","TEX12"
"9220","BCO2"
"9221","PTS"
