"","x"
"9222","AP002884.3"
"9223","LINC02762"
"9224","NCAM1"
"9225","AP000880.1"
"9226","TTC12"
"9227","ZW10"
"9228","USP28"
"9229","HTR3B"
"9230","HTR3A"
"9231","ZBTB16"
"9232","C11orf71"
"9233","RBM7"
"9234","REXO2"
"9235","NXPE4"
"9236","CADM1"
"9237","BUD13"
"9238","ZPR1"
"9239","APOA1"
"9240","APOA1.AS"
"9241","SIK3"
"9242","PAFAH1B2"
"9243","SIDT2"
"9244","TAGLN"
"9245","PCSK7"
"9246","RNF214"
"9247","BACE1.AS"
"9248","CEP164"
"9249","IL10RA"
"9250","MPZL3"
"9251","CD3E"
"9252","CD3D"
"9253","CD3G"
"9254","UBE4A"
"9255","AP001267.1"
"9256","ATP5MG"
"9257","AP001267.2"
"9258","KMT2A"
"9259","AP001267.3"
"9260","TTC36"
"9261","TMEM25"
"9262","IFT46"
"9263","ARCN1"
"9264","PHLDB1"
"9265","DDX6"
"9266","AP004609.3"
"9267","CXCR5"
"9268","BCL9L"
"9269","CCDC84.DT"
"9270","CCDC84"
"9271","AP003392.1"
"9272","RPS25"
"9273","TRAPPC4"
"9274","SLC37A4"
"9275","AP003392.3"
"9276","HYOU1"
"9277","AP003392.4"
"9278","AP003392.5"
"9279","VPS11"
"9280","HMBS"
"9281","H2AFX"
"9282","DPAGT1"
"9283","C2CD2L"
"9284","HINFP"
"9285","NLRX1"
"9286","CCDC153"
"9287","CBL"
"9288","MCAM"
"9289","RNF26"
"9290","NECTIN1"
"9291","OAF"
"9292","TLCD5"
"9293","ARHGEF12"
"9294","GRIK4"
"9295","AP004147.1"
"9296","TBCEL"
"9297","TECTA"
"9298","SC5D"
"9299","SORL1"
"9300","AP001977.1"
"9301","UBASH3B"
"9302","AP002762.3"
"9303","CRTAM"
"9304","JHY"
"9305","HSPA8"
"9306","AP000926.2"
"9307","CLMP"
"9308","GRAMD1B"
"9309","ZNF202"
"9310","VWA5A"
"9311","TBRG1"
"9312","SIAE"
"9313","SPA17"
"9314","NRGN"
"9315","AP000866.5"
"9316","ESAM"
"9317","AP000866.2"
"9318","MSANTD2"
"9319","AP000866.6"
"9320","AP000866.1"
"9321","ROBO3"
"9322","CCDC15.DT"
"9323","CCDC15"
"9324","TMEM218"
"9325","FEZ1"
"9326","AP000708.1"
"9327","EI24"
"9328","STT3A"
"9329","CHEK1"
"9330","HYLS1"
"9331","PUS3"
"9332","DDX25"
"9333","RPUSD4"
"9334","FAM118B"
"9335","SRPRA"
"9336","FOXRED1"
"9337","TIRAP"
"9338","AP001318.2"
"9339","DCPS"
"9340","GSEC"
"9341","ST3GAL4"
"9342","ETS1"
"9343","FLI1"
"9344","SENCR"
"9345","ARHGAP32"
"9346","BARX2"
"9347","TMEM45B"
"9348","NFRKB"
"9349","PRDM10"
"9350","LINC00167"
"9351","APLP2"
"9352","ST14"
"9353","ZBTB44"
"9354","ZBTB44.DT"
"9355","LINC02551"
"9356","AP003486.1"
"9357","SNX19"
"9358","LINC02731"
"9359","JAM3"
"9360","NCAPD3"
"9361","VPS26B"
"9362","THYN1"
"9363","ACAD8"
"9364","GLB1L2"
"9365","AC026369.3"
"9366","SLC6A13"
"9367","AC007406.5"
"9368","KDM5A"
"9369","CCDC77"
"9370","B4GALNT3"
"9371","NINJ2"
"9372","AC021054.1"
"9373","WNK1"
"9374","RAD52"
"9375","AC004803.1"
"9376","ERC1"
"9377","WNT5B"
"9378","FBXL14"
"9379","ADIPOR2"
"9380","AC005343.1"
"9381","CACNA2D4"
"9382","DCP1B"
"9383","CACNA1C"
"9384","AC005342.1"
"9385","CACNA1C.AS2"
"9386","LINC02371"
"9387","FKBP4"
"9388","ITFG2.AS1"
"9389","ITFG2"
"9390","NRIP2"
"9391","FOXM1"
"9392","RHNO1"
"9393","TULP3"
"9394","AC005911.1"
"9395","CRACR2A"
"9396","PARP11"
"9397","CCND2.AS1"
"9398","CCND2"
"9399","TIGAR"
"9400","FGF23"
"9401","C12orf4"
"9402","RAD51AP1"
"9403","DYRK4"
"9404","AKAP3"
"9405","NDUFA9"
"9406","AC006063.3"
"9407","CD9"
"9408","TNFRSF1A"
"9409","SCNN1A"
"9410","LTBR"
"9411","CD27.AS1"
"9412","CD27"
"9413","TAPBPL"
"9414","VAMP1"
"9415","AC005840.4"
"9416","MRPL51"
"9417","NCAPD2"
"9418","GAPDH"
"9419","AC006064.4"
"9420","IFFO1"
"9421","NOP2"
"9422","CHD4"
"9423","AC006064.2"
"9424","LPAR5"
"9425","ACRBP"
"9426","ING4"
"9427","ZNF384"
"9428","COPS7A"
"9429","MLF2"
"9430","PTMS"
"9431","LAG3"
"9432","P3H3"
"9433","GNB3"
"9434","CDCA3"
"9435","USP5"
"9436","TPI1"
"9437","SPSB2"
"9438","LRRC23"
"9439","ENO2"
"9440","ATN1"
"9441","C12orf57"
"9442","U47924.2"
"9443","PTPN6"
"9444","PHB2"
"9445","EMG1"
"9446","LPCAT3"
"9447","C1S"
"9448","C1R"
"9449","C1RL"
"9450","C1RL.AS1"
"9451","CLSTN3"
"9452","PEX5"
"9453","CD163L1"
"9454","NANOG"
"9455","SLC2A3"
"9456","FOXJ2"
"9457","NECAP1"
"9458","CLEC4A"
"9459","FAM66C"
"9460","FAM90A1"
"9461","LINC02449"
"9462","AC092745.5"
"9463","LINC00937"
"9464","AICDA"
"9465","RIMKLB"
"9466","AC092490.1"
"9467","PHC1"
"9468","M6PR"
"9469","KLRG1"
"9470","A2M.AS1"
"9471","A2M"
"9472","LINC00987"
"9473","LINC02367"
"9474","AC092821.3"
"9475","AC010186.1"
"9476","AC010186.3"
"9477","CLEC2D"
"9478","CLECL1"
"9479","CD69"
"9480","KLRF1"
"9481","CLEC2B"
"9482","AC091814.1"
"9483","OLR1"
"9484","TMEM52B"
"9485","GABARAPL1"
"9486","KLRD1"
"9487","EIF2S3B"
"9488","MAGOHB"
"9489","YBX3"
"9490","PRH1"
"9491","PRR4"
"9492","TAS2R14"
"9493","TAS2R31"
"9494","TAS2R30"
"9495","AC134349.1"
"9496","SMIM10L1"
"9497","AC078950.1"
"9498","LINC01252"
"9499","ETV6"
"9500","BCL2L14"
"9501","LRP6"
"9502","MANSC1"
"9503","LOH12CR2"
"9504","BORCS5"
"9505","DUSP16"
"9506","CREBL2"
"9507","GPR19"
"9508","CDKN1B"
"9509","AC008115.3"
"9510","APOLD1"
"9511","DDX47"
"9512","GPRC5D.AS1"
"9513","GPRC5D"
"9514","HEBP1"
"9515","FAM234B"
"9516","ATF7IP"
"9517","PLBD1"
"9518","PLBD1.AS1"
"9519","GUCY2C"
"9520","AC010168.1"
"9521","AC010168.2"
"9522","HIST4H4"
"9523","H2AFJ"
"9524","WBP11"
"9525","C12orf60"
"9526","AC007655.2"
"9527","ART4"
"9528","ERP27"
"9529","ARHGDIB"
"9530","PTPRO"
"9531","EPS8"
"9532","STRAP"
"9533","DERA"
"9534","MGST1"
"9535","PLEKHA5"
"9536","AEBP2"
"9537","IAPP"
"9538","PYROXD1"
"9539","RECQL"
"9540","GOLT1B"
"9541","LDHB"
"9542","CMAS"
"9543","C2CD5"
"9544","ETNK1"
"9545","SOX5"
"9546","BCAT1"
"9547","AC023796.2"
"9548","C12orf77"
"9549","LRMP"
"9550","AC023510.1"
"9551","ETFRF1"
"9552","KRAS"
"9553","AC092794.1"
"9554","AC087239.1"
"9555","LMNTD1"
"9556","RASSF8.AS1"
"9557","RASSF8"
"9558","BHLHE41"
"9559","SSPN"
"9560","AC022509.3"
"9561","AC022509.5"
"9562","AC022509.1"
"9563","AC022509.4"
"9564","AC055720.1"
"9565","ITPR2"
"9566","INTS13"
"9567","FGFR1OP2"
"9568","TM7SF3"
"9569","MED21"
"9570","AC092747.4"
"9571","STK38L"
"9572","ARNTL2"
"9573","PPFIBP1"
"9574","AC009509.1"
"9575","MRPS35"
"9576","KLHL42"
"9577","CCDC91"
"9578","AC022364.1"
"9579","AC022079.1"
"9580","FAR2"
"9581","AC009318.4"
"9582","AC009318.1"
"9583","AC009318.3"
"9584","AC009318.2"
"9585","ERGIC2"
"9586","OVCH1.AS1"
"9587","IPO8"
"9588","AC012673.1"
"9589","CAPRIN2"
"9590","AC010198.2"
"9591","DDX11.AS1"
"9592","DDX11"
"9593","SINHCAF"
"9594","AC024940.1"
"9595","DENND5B"
"9596","AC068792.1"
"9597","DENND5B.AS1"
"9598","ETFBKMT"
"9599","AMN1"
"9600","AC023157.3"
"9601","H3F3C"
"9602","LINC02422"
"9603","RESF1"
"9604","AC016957.2"
"9605","BICD1"
"9606","AC048344.4"
"9607","AC026356.1"
"9608","AC026356.2"
"9609","FGD4"
"9610","DNM1L"
"9611","AC084824.5"
"9612","YARS2"
"9613","AC084824.3"
"9614","AC084824.4"
"9615","PKP2"
"9616","ALG10"
"9617","AC140847.2"
"9618","ALG10B"
"9619","CPNE8"
"9620","KIF21A"
"9621","ABCD2"
"9622","SLC2A13"
"9623","AC079630.1"
"9624","LRRK2"
"9625","PDZRN4"
"9626","GXYLT1"
"9627","YAF2"
"9628","PPHLN1"
"9629","ZCRB1"
"9630","PRICKLE1"
"9631","AC079601.1"
"9632","PUS7L"
"9633","IRAK4"
"9634","TWF1"
"9635","TMEM117"
"9636","NELL2"
"9637","ANO6"
"9638","AC008124.1"
"9639","ARID2"
"9640","SCAF11"
"9641","SLC38A1"
"9642","AC025031.3"
"9643","SLC38A2"
"9644","AC008014.1"
"9645","AC025031.1"
"9646","AC025031.4"
"9647","AC008035.1"
"9648","SLC38A4"
"9649","AMIGO2"
"9650","PCED1B"
"9651","PCED1B.AS1"
"9652","AC008083.2"
"9653","AC008083.3"
"9654","AC008083.4"
"9655","LINC02416"
"9656","LINC02156"
"9657","RPAP3"
"9658","AC004241.3"
"9659","AC004241.1"
"9660","RAPGEF3"
"9661","SLC48A1"
"9662","HDAC7"
"9663","AC004466.2"
"9664","VDR"
"9665","AC121338.1"
"9666","AC121338.2"
"9667","TMEM106C"
"9668","SENP1"
"9669","PFKM"
"9670","ASB8"
"9671","AC024257.3"
"9672","ZNF641"
"9673","C12orf54"
"9674","KANSL2"
"9675","CCNT1"
"9676","TEX49"
"9677","ADCY6"
"9678","CACNB3"
"9679","DDX23"
"9680","RND1"
"9681","CCDC65"
"9682","FKBP11"
"9683","ARF3"
"9684","WNT10B"
"9685","WNT1"
"9686","DDN"
"9687","DDN.AS1"
"9688","PRKAG1"
"9689","KMT2D"
"9690","RHEBL1"
"9691","LMBR1L"
"9692","TUBA1B"
"9693","AC011603.2"
"9694","TUBA1A"
"9695","TUBA1C"
"9696","TROAP"
"9697","DNAJC22"
"9698","SPATS2"
"9699","MCRS1"
"9700","PRPF40B"
"9701","FMNL3"
"9702","TMBIM6"
"9703","NCKAP5L"
"9704","BCDIN3D"
"9705","RACGAP1"
"9706","SMARCD1"
"9707","GPD1"
"9708","COX14"
"9709","AC074032.1"
"9710","CERS5"
"9711","LIMA1"
"9712","AC008147.2"
"9713","LARP4"
"9714","DIP2B"
"9715","ATF1"
"9716","METTL7A"
"9717","SLC11A2"
"9718","LETMD1"
"9719","CSRNP2"
"9720","TFCP2"
"9721","POU6F1"
"9722","AC139768.1"
"9723","DAZAP2"
"9724","SMAGP"
"9725","BIN2"
"9726","CELA1"
"9727","GALNT6"
"9728","SLC4A8"
"9729","SCN8A"
"9730","ACVR1B"
"9731","GRASP"
"9732","NR4A1"
"9733","AC025259.3"
"9734","ATG101"
"9735","SMIM41"
"9736","KRT7"
"9737","KRT8"
"9738","KRT18"
"9739","EIF4B"
"9740","AC068888.2"
"9741","AC068888.1"
"9742","TNS2"
"9743","SPRYD3"
"9744","CSAD"
"9745","ZNF740"
"9746","ITGB7"
"9747","RARG"
"9748","MFSD5"
"9749","ESPL1"
"9750","PFDN5"
"9751","AC073611.1"
"9752","C12orf10"
"9753","AAAS"
"9754","SP1"
"9755","PRR13"
"9756","PCBP2"
"9757","PCBP2.OT1"
"9758","MAP3K12"
"9759","AC023509.3"
"9760","TARBP2"
"9761","NPFF"
"9762","ATF7"
"9763","AC023509.2"
"9764","ATP5MC2"
"9765","CALCOCO1"
"9766","HOXC6"
"9767","HOXC4"
"9768","AC023794.3"
"9769","SMUG1"
"9770","LINC02381"
"9771","CBX5"
"9772","HNRNPA1"
"9773","COPZ1"
"9774","ZNF385A"
"9775","GTSF1"
"9776","NCKAP1L"
"9777","PDE1B"
"9778","TESPA1"
"9779","BLOC1S1"
"9780","RDH5"
"9781","CD63"
"9782","AC009779.2"
"9783","GDF11"
"9784","SARNP"
"9785","ORMDL2"
"9786","DNAJC14"
"9787","MMP19"
"9788","PYM1"
"9789","DGKA"
"9790","PMEL"
"9791","CDK2"
"9792","RAB5B"
"9793","SUOX"
"9794","IKZF4"
"9795","RPS26"
"9796","ERBB3"
"9797","PA2G4"
"9798","AC034102.4"
"9799","RPL41"
"9800","ESYT1"
"9801","ZC3H10"
"9802","MYL6B"
"9803","MYL6"
"9804","SMARCC2"
"9805","RNF41"
"9806","NABP2"
"9807","ANKRD52"
"9808","COQ10A"
"9809","CS"
"9810","AC073896.2"
"9811","AC073896.3"
"9812","CNPY2"
"9813","PAN2"
"9814","IL23A"
"9815","STAT2"
"9816","TIMELESS"
"9817","SPRYD4"
"9818","GLS2"
"9819","RBMS2"
"9820","BAZ2A"
"9821","ATP5F1B"
"9822","PTGES3"
"9823","NACA"
"9824","PRIM1"
"9825","HSD17B6"
"9826","RDH16"
"9827","ZBTB39"
"9828","NEMP1"
"9829","NAB2"
"9830","STAT6"
"9831","LRP1"
"9832","NXPH4"
"9833","AC137834.2"
"9834","SHMT2"
"9835","NDUFA4L2"
"9836","STAC3"
"9837","R3HDM2"
"9838","AC126614.1"
"9839","AC022506.2"
"9840","GLI1"
"9841","ARHGAP9"
"9842","MARS"
"9843","DDIT3"
"9844","MBD6"
"9845","DCTN2"
"9846","PIP4K2C"
"9847","DTX3"
"9848","ARHGEF25"
"9849","OS9"
"9850","AC025165.2"
"9851","AGAP2"
"9852","AGAP2.AS1"
"9853","TSPAN31"
"9854","CDK4"
"9855","MARCH9"
"9856","CYP27B1"
"9857","METTL1"
"9858","EEF1AKMT3"
"9859","TSFM"
"9860","AVIL"
"9861","CTDSP2"
"9862","ATP23"
"9863","GIHCG"
"9864","LRIG3"
"9865","AC108721.2"
"9866","SLC16A7"
"9867","TAFA2"
"9868","USP15"
"9869","MON2"
"9870","LINC01465"
"9871","AC048341.1"
"9872","AC048341.2"
"9873","PPM1H"
"9874","DPY19L2"
"9875","RXYLT1"
"9876","RXYLT1.AS1"
"9877","SRGAP1"
"9878","C12orf66"
"9879","XPOT"
"9880","TBK1"
"9881","RASSF3"
"9882","GNS"
"9883","TBC1D30"
"9884","LEMD3"
"9885","AC026124.2"
"9886","MSRB3"
"9887","LLPH"
"9888","TMBIM4"
"9889","IRAK3"
"9890","HELB"
"9891","GRIP1"
"9892","CAND1"
"9893","AC078983.1"
"9894","DYRK2"
"9895","IFNG.AS1"
"9896","IFNG"
"9897","IL26"
"9898","MDM1"
"9899","LINC02384"
"9900","AC008033.3"
"9901","RAP1B"
"9902","AC090061.1"
"9903","NUP107"
"9904","SLC35E3"
"9905","MDM2"
"9906","AC025423.1"
"9907","AC025423.4"
"9908","CPM"
"9909","CPSF6"
"9910","LYZ"
"9911","AC020656.1"
"9912","YEATS4"
"9913","FRS2"
"9914","CCT2"
"9915","AC025263.1"
"9916","RAB3IP"
"9917","AC025159.1"
"9918","LINC01481"
"9919","CNOT2"
"9920","KCNMB4"
"9921","AC025569.1"
"9922","PTPRB"
"9923","AC083809.1"
"9924","ZFC3H1"
"9925","THAP2"
"9926","TMEM19"
"9927","RAB21"
"9928","TBC1D15"
"9929","ATXN7L3B"
"9930","CAPS2"
"9931","AC121761.2"
"9932","GLIPR1L2"
"9933","GLIPR1"
"9934","AC121761.1"
"9935","KRR1"
"9936","PHLDA1"
"9937","AC011611.4"
"9938","NAP1L1"
"9939","BBS10"
"9940","OSBPL8"
"9941","AC107032.2"
"9942","ZDHHC17"
"9943","CSRP2"
"9944","E2F7"
"9945","SYT1"
"9946","PAWR"
"9947","PPP1R12A"
"9948","PPP1R12A.AS1"
"9949","MYF6"
"9950","LIN7A"
"9951","CCDC59"
"9952","METTL25"
"9953","TMTC2"
"9954","C12orf29"
"9955","CEP290"
"9956","TMTC3"
"9957","DUSP6"
"9958","AC024909.1"
"9959","POC1B"
"9960","GALNT4"
"9961","POC1B.AS1"
"9962","AC025034.1"
"9963","ATP2B1"
"9964","ATP2B1.AS1"
"9965","AC009522.1"
"9966","AC126178.1"
"9967","LINC01619"
"9968","AC123512.1"
"9969","BTG1"
"9970","AC025164.1"
"9971","LINC02391"
"9972","CLLU1OS"
"9973","LINC02397"
"9974","C12orf74"
"9975","EEA1"
"9976","LINC02413"
"9977","NUDT4"
"9978","UBE2N"
"9979","MRPL42"
"9980","SOCS2.AS1"
"9981","SOCS2"
"9982","CRADD"
"9983","AC012464.2"
"9984","PLXNC1"
"9985","AC073655.2"
"9986","CEP83"
"9987","CEP83.DT"
"9988","TMCC3"
"9989","NDUFA12"
"9990","NR2C1"
"9991","FGD6"
"9992","VEZT"
"9993","METAP2"
"9994","USP44"
"9995","SNRPF"
"9996","AMDHD1"
"9997","LTA4H"
"9998","ELK3"
"9999","AC008149.2"
"10000","CDK17"
"10001","CFAP54"
"10002","NEDD1"
"10003","LINC02453"
"10004","TMPO.AS1"
"10005","TMPO"
"10006","SLC25A3"
"10007","IKBIP"
"10008","APAF1"
"10009","ANKS1B"
"10010","UHRF1BP1L"
"10011","ACTR6"
"10012","DEPDC4"
"10013","SCYL2"
"10014","UTP20"
"10015","ARL1"
"10016","CHPT1"
"10017","SYCP3"
"10018","GNPTAB"
"10019","DRAM1"
"10020","WASHC3"
"10021","AC079907.1"
"10022","NUP37"
"10023","PARPBP"
"10024","HELLPAR"
"10025","LINC02456"
"10026","C12orf42"
"10027","NT5DC3"
"10028","HSP90B1"
"10029","C12orf73"
"10030","TDG"
"10031","GLT8D2"
"10032","HCFC2"
"10033","NFYB"
"10034","TXNRD1"
"10035","EID3"
"10036","CHST11"
"10037","SLC41A2"
"10038","C12orf45"
"10039","ALDH1L2"
"10040","WASHC4"
"10041","APPL2"
"10042","C12orf75"
"10043","CKAP4"
"10044","AC079174.2"
"10045","TCP11L2"
"10046","POLR3B"
"10047","RIC8B"
"10048","AC007541.1"
"10049","TMEM263"
"10050","MTERF2"
"10051","CRY1"
"10052","PWP1"
"10053","PRDM4"
"10054","FICD"
"10055","SART3"
"10056","AC008119.1"
"10057","ISCU"
"10058","TMEM119"
"10059","SELPLG"
"10060","AC007569.1"
"10061","CORO1C"
"10062","SSH1"
"10063","SVOP"
"10064","USP30"
"10065","USP30.AS1"
"10066","ALKBH2"
"10067","UNG"
"10068","ACACB"
"10069","KCTD10"
"10070","UBE3B"
"10071","MMAB"
"10072","MVK"
"10073","FAM222A"
"10074","GLTP"
"10075","TCHP"
"10076","GIT2"
"10077","ANKRD13A"
"10078","C12orf76"
"10079","AC007546.1"
"10080","IFT81"
"10081","ATP2A2"
"10082","ANAPC7"
"10083","ARPC3"
"10084","GPN3"
"10085","FAM216A"
"10086","VPS29"
"10087","RAD9B"
"10088","PPTC7"
"10089","TCTN1"
"10090","HVCN1"
"10091","PPP1CC"
"10092","MYL2"
"10093","PHETA1"
"10094","LINC02356"
"10095","SH2B3"
"10096","ATXN2"
"10097","BRAP"
"10098","ACAD10"
"10099","ALDH2"
"10100","MAPKAPK5.AS1"
"10101","MAPKAPK5"
"10102","TMEM116"
"10103","ERP29"
"10104","NAA25"
"10105","TRAFD1"
"10106","HECTD4"
"10107","RPL6"
"10108","PTPN11"
"10109","RPH3A"
"10110","OAS1"
"10111","OAS3"
"10112","OAS2"
"10113","DTX1"
"10114","RASAL1"
"10115","CFAP73"
"10116","DDX54"
"10117","RITA1"
"10118","IQCD"
"10119","TPCN1"
"10120","SLC8B1"
"10121","PLBD2"
"10122","SDSL"
"10123","LINC01234"
"10124","RBM19"
"10125","MED13L"
"10126","AC130895.1"
"10127","LINC00173"
"10128","MAP1LC3B2"
"10129","C12orf49"
"10130","RNFT2"
"10131","HRK"
"10132","FBXW8"
"10133","AC083806.2"
"10134","AC127164.1"
"10135","TESC"
"10136","FBXO21"
"10137","NOS1"
"10138","KSR2"
"10139","RFC5"
"10140","WSB2"
"10141","VSIG10"
"10142","PEBP1"
"10143","TAOK3"
"10144","AC026367.1"
"10145","SUDS3"
"10146","AC026367.3"
"10147","AC002070.1"
"10148","PRKAB1"
"10149","CIT"
"10150","BICDL1"
"10151","RAB35"
"10152","AC004812.2"
"10153","GCN1"
"10154","RPLP0"
"10155","PXN.AS1"
"10156","PXN"
"10157","AC004263.1"
"10158","SIRT4"
"10159","PLA2G1B"
"10160","COX6A1"
"10161","TRIAP1"
"10162","GATC"
"10163","SRSF9"
"10164","DYNLL1"
"10165","NRAV"
"10166","COQ5"
"10167","RNF10"
"10168","POP5"
"10169","MLEC"
"10170","AC069234.2"
"10171","UNC119B"
"10172","ACADS"
"10173","SPPL3"
"10174","HNF1A.AS1"
"10175","C12orf43"
"10176","OASL"
"10177","P2RX7"
"10178","P2RX4"
"10179","CAMKK2"
"10180","ANAPC5"
"10181","RNF34"
"10182","KDM2B"
"10183","ORAI1"
"10184","MORN3"
"10185","TMEM120B"
"10186","RHOF"
"10187","LINC01089"
"10188","AC084018.2"
"10189","SETD1B"
"10190","AC069503.4"
"10191","PSMD9"
"10192","WDR66"
"10193","AC069503.1"
"10194","BCL7A"
"10195","AC156455.1"
"10196","MLXIP"
"10197","DIABLO"
"10198","VPS33A"
"10199","CLIP1"
"10200","ZCCHC8"
"10201","AC127002.2"
"10202","RSRC2"
"10203","KNTC1"
"10204","AC026333.4"
"10205","DENR"
"10206","CCDC62"
"10207","HIP1R"
"10208","VPS37B"
"10209","AC027290.1"
"10210","ABCB9"
"10211","OGFOD2"
"10212","ARL6IP4"
"10213","PITPNM2"
"10214","PITPNM2.AS1"
"10215","MPHOSPH9"
"10216","C12orf65"
"10217","CDK2AP1"
"10218","SBNO1"
"10219","SBNO1.AS1"
"10220","KMT5A"
"10221","RILPL2"
"10222","SNRNP35"
"10223","RILPL1"
"10224","TMED2.DT"
"10225","TMED2"
"10226","DDX55"
"10227","EIF2B1"
"10228","GTF2H3"
"10229","TCTN2"
"10230","ATP6V0A2"
"10231","CCDC92"
"10232","DNAH10OS"
"10233","ZNF664"
"10234","AC068790.9"
"10235","NCOR2"
"10236","SCARB1"
"10237","UBC"
"10238","DHX37"
"10239","BRI3BP"
"10240","THRIL"
"10241","AACS"
"10242","TMEM132B"
"10243","LINC00943"
"10244","LINC00944"
"10245","AC025160.1"
"10246","LINC00507"
"10247","AC140121.1"
"10248","SLC15A4"
"10249","STX2"
"10250","RAN"
"10251","SFSWAP"
"10252","ULK1"
"10253","PUS1"
"10254","AC131009.3"
"10255","EP400"
"10256","DDX51"
"10257","NOC4L"
"10258","LINC02361"
"10259","FBRSL1"
"10260","POLE"
"10261","PXMP2"
"10262","PGAM5"
"10263","ANKLE2"
"10264","GOLGA3"
"10265","CHFR"
"10266","AC127070.1"
"10267","AC127070.2"
"10268","ZNF605"
"10269","ZNF26"
"10270","ZNF84"
"10271","ZNF140"
"10272","ZNF891"
"10273","ZNF10"
"10274","ZNF268"
"10275","TPTE2"
"10276","MPHOSPH8"
"10277","PSPC1"
"10278","ZMYM5"
"10279","AL355001.2"
"10280","ZMYM2"
"10281","GJB2"
"10282","CRYL1"
"10283","IFT88"
"10284","AL161772.1"
"10285","IL17D"
"10286","EEF1AKMT1"
"10287","XPO4"
"10288","LATS2"
"10289","LATS2.AS1"
"10290","SAP18"
"10291","SKA3"
"10292","MRPL57"
"10293","LINC00539"
"10294","ZDHHC20"
"10295","MICU2"
"10296","FGF9"
"10297","LINC00621"
"10298","SACS"
"10299","MIPEP"
"10300","PCOTH"
"10301","SPATA13"
"10302","PARP4"
"10303","AL391560.2"
"10304","CENPJ"
"10305","PABPC3"
"10306","AMER2"
"10307","MTMR6"
"10308","NUP58"
"10309","ATP8A2"
"10310","SHISA2"
"10311","RNF6"
"10312","AL138966.2"
"10313","CDK8"
"10314","WASF3"
"10315","USP12"
"10316","USP12.AS2"
"10317","LINC02340"
"10318","LINC00412"
"10319","RPL21"
"10320","RASL11A"
"10321","GTF3A"
"10322","MTIF3"
"10323","LNX2"
"10324","POLR1D"
"10325","FLT3"
"10326","PAN3.AS1"
"10327","PAN3"
"10328","FLT1"
"10329","POMP"
"10330","SLC46A3"
"10331","SLC7A1"
"10332","UBL3"
"10333","KATNAL1"
"10334","LINC00426"
"10335","UBE2L5"
"10336","HMGB1"
"10337","AL353648.1"
"10338","USPL1"
"10339","ALOX5AP"
"10340","TEX26.AS1"
"10341","HSPH1"
"10342","B3GLCT"
"10343","FRY"
"10344","ZAR1L"
"10345","BRCA2"
"10346","N4BP2L1"
"10347","N4BP2L2"
"10348","N4BP2L2.IT2"
"10349","PDS5B"
"10350","AL138820.1"
"10351","STARD13"
"10352","AL139383.1"
"10353","RFC3"
"10354","AL161891.1"
"10355","NBEA"
"10356","SPART"
"10357","RFXAP"
"10358","ALG5"
"10359","EXOSC8"
"10360","SUPT20H"
"10361","LINC02334"
"10362","LINC00571"
"10363","UFM1"
"10364","PROSER1"
"10365","NHLRC3"
"10366","LHFPL6"
"10367","COG6"
"10368","LINC00598"
"10369","FOXO1"
"10370","MRPS31"
"10371","SLC25A15"
"10372","AL590064.1"
"10373","ELF1"
"10374","WBP4"
"10375","KBTBD6"
"10376","AL354696.2"
"10377","KBTBD7"
"10378","MTRF1"
"10379","AL354696.1"
"10380","NAA16"
"10381","RGCC"
"10382","VWA8"
"10383","DGKH"
"10384","AKAP11"
"10385","EPSTI1"
"10386","DNAJC15"
"10387","CCDC122"
"10388","AL512506.1"
"10389","LACC1"
"10390","SMIM2.AS1"
"10391","SERP2"
"10392","TSC22D1"
"10393","TSC22D1.AS1"
"10394","LINC00330"
"10395","NUFIP1"
"10396","GPALPP1"
"10397","GTF2F2"
"10398","TPT1"
"10399","AL138963.4"
"10400","TPT1.AS1"
"10401","SLC25A30"
"10402","COG3"
"10403","LINC01055"
"10404","ZC3H13"
"10405","CPB2.AS1"
"10406","LCP1"
"10407","RUBCNL"
"10408","LRCH1"
"10409","ESD"
"10410","SUCLA2"
"10411","LINC00562"
"10412","NUDT15"
"10413","MED4"
"10414","ITM2B"
"10415","RB1.DT"
"10416","RB1"
"10417","LPAR6"
"10418","RCBTB2"
"10419","AL157813.2"
"10420","AL157813.1"
"10421","AL161421.1"
"10422","FNDC3A"
"10423","CDADC1"
"10424","CAB39L"
"10425","SETDB2"
"10426","PHF11"
"10427","RCBTB1"
"10428","ARL11"
"10429","EBPL"
"10430","KPNA3"
"10431","SPRYD7"
"10432","DLEU2"
"10433","TRIM13"
"10434","KCNRG"
"10435","DLEU1"
"10436","AL137060.3"
"10437","DLEU7"
"10438","RNASEH2B.AS1"
"10439","RNASEH2B"
"10440","INTS6"
"10441","INTS6.AS1"
"10442","WDFY2"
"10443","DHRS12"
"10444","AL162377.1"
"10445","ATP7B"
"10446","ALG11"
"10447","NEK5"
"10448","NEK3"
"10449","THSD1"
"10450","VPS36"
"10451","AL359513.1"
"10452","CKAP2"
"10453","HNRNPA1L2"
"10454","AL139089.1"
"10455","SUGT1"
"10456","DIAPH3"
"10457","TDRD3"
"10458","LINC00355"
"10459","PCDH9"
"10460","MZT1"
"10461","BORA"
"10462","DIS3"
"10463","PIBF1"
"10464","KLF5"
"10465","KLF12"
"10466","AL159972.1"
"10467","TBC1D4"
"10468","COMMD6"
"10469","UCHL3"
"10470","LMO7.AS1"
"10471","LMO7"
